CR,r_pos,voti,perc,sg_ass_uni,sg_ass_prop,l_pos,pos,desc_lis,img_lis
19,25,443,54.02,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
19,34,7,0.85,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
20,1,0,,0,,0,18,AZIONE - ITALIA VIVA - CALENDA,2-20220925000000-18.png
20,4,0,,0,,0,20,PARTITO COMUNISTA ITALIANO,2-20220925000000-20.png
20,8,0,,0,,0,1,ITALIA SOVRANA E POPOLARE,2-20220925000000-1.png
20,9,0,,0,,0,8,MASTELLA NOI DI CENTRO EUROPEISTI,2-20220925000000-8.png
20,13,0,,0,,0,6,VITA,2-20220925000000-6.png
20,17,0,,0,,0,17,ALLEANZA VERDI E SINISTRA,2-20220925000000-17.png
20,17,0,,0,,1,13,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,2-20220925000000-13.png
20,17,0,,0,,2,9,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2-20220925000000-9.png
20,17,0,,0,,3,16,+EUROPA,2-20220925000000-16.png
20,21,0,,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
20,22,0,,0,,0,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
20,22,0,,0,,1,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
20,22,0,,0,,2,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
20,22,0,,0,,3,11,FORZA ITALIA,2-20220925000000-11.png
20,25,0,,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
20,32,0,,0,,0,10,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO,2-20220925000000-10.png
20,34,0,,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
21,1,2,1.92,0,,0,18,AZIONE - ITALIA VIVA - CALENDA,2-20220925000000-18.png
21,8,3,2.88,0,,0,1,ITALIA SOVRANA E POPOLARE,2-20220925000000-1.png
21,17,20,19.23,0,,0,13,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,2-20220925000000-13.png
21,17,2,1.92,0,,1,17,ALLEANZA VERDI E SINISTRA,2-20220925000000-17.png
21,17,0,21.30,0,,2,16,+EUROPA,2-20220925000000-16.png
21,17,0,21.30,0,,3,9,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2-20220925000000-9.png
21,21,5,4.81,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
21,22,22,21.15,0,,0,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
21,22,7,6.73,0,,1,11,FORZA ITALIA,2-20220925000000-11.png
21,22,2,1.92,0,,2,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
21,22,2,1.92,0,,3,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
21,25,39,37.50,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
21,34,0,0.93,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
22,1,0,,0,,0,18,AZIONE - ITALIA VIVA - CALENDA,2-20220925000000-18.png
22,4,0,,0,,0,20,PARTITO COMUNISTA ITALIANO,2-20220925000000-20.png
22,8,0,,0,,0,1,ITALIA SOVRANA E POPOLARE,2-20220925000000-1.png
22,9,0,,0,,0,8,MASTELLA NOI DI CENTRO EUROPEISTI,2-20220925000000-8.png
22,17,0,,0,,0,16,+EUROPA,2-20220925000000-16.png
22,17,0,,0,,1,9,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2-20220925000000-9.png
22,17,0,,0,,2,17,ALLEANZA VERDI E SINISTRA,2-20220925000000-17.png
22,17,0,,0,,3,13,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,2-20220925000000-13.png
22,21,0,,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
22,22,0,,0,,0,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
22,22,0,,0,,1,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
22,22,0,,0,,2,11,FORZA ITALIA,2-20220925000000-11.png
22,22,0,,0,,3,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
22,25,0,,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
22,34,0,,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
23,1,1,3.85,0,,0,18,AZIONE - ITALIA VIVA - CALENDA,2-20220925000000-18.png
23,4,0,,0,,0,20,PARTITO COMUNISTA ITALIANO,2-20220925000000-20.png
23,8,0,,0,,0,1,ITALIA SOVRANA E POPOLARE,2-20220925000000-1.png
23,9,0,,0,,0,8,MASTELLA NOI DI CENTRO EUROPEISTI,2-20220925000000-8.png
23,13,0,,0,,0,6,VITA,2-20220925000000-6.png
23,15,0,,0,,0,23,FORZA DEL POPOLO,2-20220925000000-23.png
23,16,0,,0,,0,15,SUD CHIAMA NORD,2-20220925000000-15.png
23,17,2,7.69,0,,0,13,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,2-20220925000000-13.png
23,17,0,7.69,0,,1,17,ALLEANZA VERDI E SINISTRA,2-20220925000000-17.png
23,17,0,7.69,0,,2,9,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2-20220925000000-9.png
23,17,0,7.69,0,,3,16,+EUROPA,2-20220925000000-16.png
23,21,0,,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
23,22,9,34.62,0,,0,11,FORZA ITALIA,2-20220925000000-11.png
23,22,5,19.23,0,,1,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
23,22,2,7.69,0,,2,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
23,22,0,61.54,0,,3,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
23,25,7,26.92,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
23,28,0,,0,,0,7,ALTERNATIVA PER L'ITALIA - NO GREEN PASS,2-20220925000000-7.png
23,32,0,,0,,0,10,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO,2-20220925000000-10.png
23,34,0,,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
24,1,0,,0,,0,18,AZIONE - ITALIA VIVA - CALENDA,2-20220925000000-18.png
24,8,0,,0,,0,1,ITALIA SOVRANA E POPOLARE,2-20220925000000-1.png
24,16,0,,0,,0,15,SUD CHIAMA NORD,2-20220925000000-15.png
24,17,0,,0,,0,16,+EUROPA,2-20220925000000-16.png
24,17,0,,0,,1,9,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2-20220925000000-9.png
24,17,0,,0,,2,17,ALLEANZA VERDI E SINISTRA,2-20220925000000-17.png
24,17,0,,0,,3,13,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,2-20220925000000-13.png
24,21,0,,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
24,22,0,,0,,0,11,FORZA ITALIA,2-20220925000000-11.png
24,22,0,,0,,1,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
24,22,0,,0,,2,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
24,22,0,,0,,3,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
24,25,0,,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
24,34,0,,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
25,1,0,,0,,0,18,AZIONE - ITALIA VIVA - CALENDA,2-20220925000000-18.png
25,8,0,,0,,0,1,ITALIA SOVRANA E POPOLARE,2-20220925000000-1.png
25,13,0,,0,,0,6,VITA,2-20220925000000-6.png
25,16,0,,0,,0,15,SUD CHIAMA NORD,2-20220925000000-15.png
25,17,0,,0,,0,17,ALLEANZA VERDI E SINISTRA,2-20220925000000-17.png
25,17,0,,0,,1,16,+EUROPA,2-20220925000000-16.png
25,17,0,,0,,2,13,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,2-20220925000000-13.png
25,17,0,,0,,3,9,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2-20220925000000-9.png
25,21,0,,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
25,22,0,,0,,0,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
25,22,0,,0,,1,11,FORZA ITALIA,2-20220925000000-11.png
25,22,0,,0,,2,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
25,22,0,,0,,3,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
25,25,0,,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
25,34,0,,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
26,1,0,,0,,0,18,AZIONE - ITALIA VIVA - CALENDA,2-20220925000000-18.png
26,8,0,,0,,0,1,ITALIA SOVRANA E POPOLARE,2-20220925000000-1.png
26,13,0,,0,,0,6,VITA,2-20220925000000-6.png
26,17,1,7.69,0,,0,17,ALLEANZA VERDI E SINISTRA,2-20220925000000-17.png
26,17,0,14.29,0,,1,9,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2-20220925000000-9.png
26,17,0,14.29,0,,2,13,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,2-20220925000000-13.png
26,17,0,14.29,0,,3,16,+EUROPA,2-20220925000000-16.png
26,21,0,,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
26,22,8,61.54,0,,0,11,FORZA ITALIA,2-20220925000000-11.png
26,22,2,15.38,0,,1,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
26,22,2,15.38,0,,2,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
26,22,0,85.71,0,,3,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
26,25,0,,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
26,34,0,,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
28,1,0,,0,,0,18,AZIONE - ITALIA VIVA - CALENDA,2-20220925000000-18.png
28,8,0,,0,,0,1,ITALIA SOVRANA E POPOLARE,2-20220925000000-1.png
28,13,13,6.77,0,,0,6,VITA,2-20220925000000-6.png
28,17,13,6.77,0,,0,17,ALLEANZA VERDI E SINISTRA,2-20220925000000-17-B.png
28,17,9,4.69,0,,1,13,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,2-20220925000000-13.png
28,17,4,2.08,0,,2,16,+EUROPA,2-20220925000000-16.png
28,17,1,0.52,0,,3,9,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2-20220925000000-9.png
28,21,1,0.52,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
28,22,13,6.77,0,,0,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
28,22,10,5.21,0,,1,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
28,22,0,11.17,0,,2,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
28,22,0,11.17,0,,3,11,FORZA ITALIA,2-20220925000000-11.png
28,25,5,2.60,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
28,34,0,,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
28,52,123,64.06,0,,0,21,SÜDTIROLER VOLKSPARTEI (SVP) - PATT,2-20220925000000-21.png
