CR,r_pos,voti,perc,sg_ass_uni,sg_ass_prop,l_pos,pos,desc_lis,img_lis
19,21,43,2.15,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
19,22,365,18.22,0,,0,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
19,22,182,9.09,0,,1,11,FORZA ITALIA,2-20220925000000-11.png
19,22,59,2.95,0,,2,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
19,22,14,0.70,0,,3,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
19,25,783,39.09,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
19,34,23,1.15,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
20,1,0,,0,,0,18,AZIONE - ITALIA VIVA - CALENDA,2-20220925000000-18.png
20,4,0,,0,,0,20,PARTITO COMUNISTA ITALIANO,2-20220925000000-20.png
20,8,0,,0,,0,1,ITALIA SOVRANA E POPOLARE,2-20220925000000-1.png
20,9,0,,0,,0,8,MASTELLA NOI DI CENTRO EUROPEISTI,2-20220925000000-8.png
20,13,0,,0,,0,6,VITA,2-20220925000000-6.png
20,17,0,,0,,0,17,ALLEANZA VERDI E SINISTRA,2-20220925000000-17.png
20,17,0,,0,,1,13,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,2-20220925000000-13.png
20,17,0,,0,,2,9,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2-20220925000000-9.png
20,17,0,,0,,3,16,+EUROPA,2-20220925000000-16.png
20,21,0,,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
20,22,2,33.33,0,,0,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
20,22,1,16.67,0,,1,11,FORZA ITALIA,2-20220925000000-11.png
20,22,0,50.00,0,,2,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
20,22,0,50.00,0,,3,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
20,25,3,50.00,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
20,32,0,,0,,0,10,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO,2-20220925000000-10.png
20,34,0,,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
21,1,3,1.05,0,,0,18,AZIONE - ITALIA VIVA - CALENDA,2-20220925000000-18.png
21,8,5,1.74,0,,0,1,ITALIA SOVRANA E POPOLARE,2-20220925000000-1.png
21,17,49,17.07,0,,0,13,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,2-20220925000000-13.png
21,17,3,1.05,0,,1,17,ALLEANZA VERDI E SINISTRA,2-20220925000000-17.png
21,17,1,0.35,0,,2,9,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2-20220925000000-9.png
21,17,0,19.27,0,,3,16,+EUROPA,2-20220925000000-16.png
21,21,5,1.74,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
21,22,62,21.60,0,,0,11,FORZA ITALIA,2-20220925000000-11.png
21,22,47,16.38,0,,1,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
21,22,7,2.44,0,,2,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
21,22,4,1.39,0,,3,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
21,25,100,34.84,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
21,34,1,0.35,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
22,1,0,,0,,0,18,AZIONE - ITALIA VIVA - CALENDA,2-20220925000000-18.png
22,4,0,,0,,0,20,PARTITO COMUNISTA ITALIANO,2-20220925000000-20.png
22,8,0,,0,,0,1,ITALIA SOVRANA E POPOLARE,2-20220925000000-1.png
22,9,0,,0,,0,8,MASTELLA NOI DI CENTRO EUROPEISTI,2-20220925000000-8.png
22,17,0,,0,,0,16,+EUROPA,2-20220925000000-16.png
22,17,0,,0,,1,9,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2-20220925000000-9.png
22,17,0,,0,,2,17,ALLEANZA VERDI E SINISTRA,2-20220925000000-17.png
22,17,0,,0,,3,13,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,2-20220925000000-13.png
22,21,0,,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
22,22,0,,0,,0,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
22,22,0,,0,,1,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
22,22,0,,0,,2,11,FORZA ITALIA,2-20220925000000-11.png
22,22,0,,0,,3,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
22,25,0,,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
22,34,0,,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
23,1,9,5.84,0,,0,18,AZIONE - ITALIA VIVA - CALENDA,2-20220925000000-18.png
23,4,1,0.65,0,,0,20,PARTITO COMUNISTA ITALIANO,2-20220925000000-20.png
23,8,0,,0,,0,1,ITALIA SOVRANA E POPOLARE,2-20220925000000-1.png
23,9,0,,0,,0,8,MASTELLA NOI DI CENTRO EUROPEISTI,2-20220925000000-8.png
23,13,0,,0,,0,6,VITA,2-20220925000000-6.png
23,15,1,0.65,0,,0,23,FORZA DEL POPOLO,2-20220925000000-23.png
23,16,1,0.65,0,,0,15,SUD CHIAMA NORD,2-20220925000000-15.png
23,17,23,14.94,0,,0,13,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,2-20220925000000-13.png
23,17,3,1.95,0,,1,16,+EUROPA,2-20220925000000-16.png
23,17,1,0.65,0,,2,17,ALLEANZA VERDI E SINISTRA,2-20220925000000-17.png
23,17,0,17.31,0,,3,9,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2-20220925000000-9.png
23,21,0,,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
23,22,40,25.97,0,,0,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
23,22,35,22.73,0,,1,11,FORZA ITALIA,2-20220925000000-11.png
23,22,11,7.14,0,,2,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
23,22,2,1.30,0,,3,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
23,25,21,13.64,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
23,28,0,,0,,0,7,ALTERNATIVA PER L'ITALIA - NO GREEN PASS,2-20220925000000-7.png
23,32,0,,0,,0,10,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO,2-20220925000000-10.png
23,34,6,3.90,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
24,1,0,,0,,0,18,AZIONE - ITALIA VIVA - CALENDA,2-20220925000000-18.png
24,8,0,,0,,0,1,ITALIA SOVRANA E POPOLARE,2-20220925000000-1.png
24,16,0,,0,,0,15,SUD CHIAMA NORD,2-20220925000000-15.png
24,17,0,,0,,0,16,+EUROPA,2-20220925000000-16.png
24,17,0,,0,,1,9,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2-20220925000000-9.png
24,17,0,,0,,2,17,ALLEANZA VERDI E SINISTRA,2-20220925000000-17.png
24,17,0,,0,,3,13,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,2-20220925000000-13.png
24,21,0,,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
24,22,0,,0,,0,11,FORZA ITALIA,2-20220925000000-11.png
24,22,0,,0,,1,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
24,22,0,,0,,2,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
24,22,0,,0,,3,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
24,25,0,,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
24,34,0,,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
25,1,0,,0,,0,18,AZIONE - ITALIA VIVA - CALENDA,2-20220925000000-18.png
25,8,0,,0,,0,1,ITALIA SOVRANA E POPOLARE,2-20220925000000-1.png
25,13,0,,0,,0,6,VITA,2-20220925000000-6.png
25,16,0,,0,,0,15,SUD CHIAMA NORD,2-20220925000000-15.png
25,17,0,,0,,0,17,ALLEANZA VERDI E SINISTRA,2-20220925000000-17.png
25,17,0,,0,,1,16,+EUROPA,2-20220925000000-16.png
25,17,0,,0,,2,13,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,2-20220925000000-13.png
25,17,0,,0,,3,9,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2-20220925000000-9.png
25,21,0,,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
25,22,0,,0,,0,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
25,22,0,,0,,1,11,FORZA ITALIA,2-20220925000000-11.png
25,22,0,,0,,2,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
25,22,0,,0,,3,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
25,25,0,,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
25,34,0,,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
26,1,12,10.17,0,,0,18,AZIONE - ITALIA VIVA - CALENDA,2-20220925000000-18.png
26,8,0,,0,,0,1,ITALIA SOVRANA E POPOLARE,2-20220925000000-1.png
26,13,0,,0,,0,6,VITA,2-20220925000000-6.png
26,17,22,18.64,0,,0,13,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,2-20220925000000-13.png
26,17,5,4.24,0,,1,17,ALLEANZA VERDI E SINISTRA,2-20220925000000-17.png
26,17,2,1.69,0,,2,16,+EUROPA,2-20220925000000-16.png
26,17,1,0.85,0,,3,9,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2-20220925000000-9.png
26,21,1,0.85,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
26,22,26,22.03,0,,0,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
26,22,21,17.80,0,,1,11,FORZA ITALIA,2-20220925000000-11.png
26,22,7,5.93,0,,2,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
26,22,0,45.00,0,,3,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
26,25,19,16.10,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
26,34,2,1.69,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
28,1,55,3.40,0,,0,18,AZIONE - ITALIA VIVA - CALENDA,2-20220925000000-18.png
28,8,17,1.05,0,,0,1,ITALIA SOVRANA E POPOLARE,2-20220925000000-1.png
28,13,61,3.77,0,,0,6,VITA,2-20220925000000-6.png
28,17,153,9.46,0,,0,13,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,2-20220925000000-13.png
28,17,64,3.96,0,,1,17,ALLEANZA VERDI E SINISTRA,2-20220925000000-17-B.png
28,17,63,3.89,0,,2,16,+EUROPA,2-20220925000000-16.png
28,17,4,0.25,0,,3,9,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,2-20220925000000-9.png
28,21,2,0.12,0,,0,5,UNIONE POPOLARE CON DE MAGISTRIS,2-20220925000000-5.png
28,22,303,18.73,0,,0,14,FRATELLI D'ITALIA CON GIORGIA MELONI,2-20220925000000-14.png
28,22,154,9.52,0,,1,12,LEGA PER SALVINI PREMIER,2-20220925000000-12.png
28,22,41,2.53,0,,2,11,FORZA ITALIA,2-20220925000000-11.png
28,22,4,0.25,0,,3,19,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,2-20220925000000-19.png
28,25,45,2.78,0,,0,3,MOVIMENTO 5 STELLE,2-20220925000000-3.png
28,34,16,0.99,0,,0,2,ITALEXIT PER L'ITALIA,2-20220925000000-2.png
28,52,636,39.31,0,,0,21,SÜDTIROLER VOLKSPARTEI (SVP) - PATT,2-20220925000000-21.png
